State,Value,Timestamp,Datetime,Formatted Date
PUNJAB,4779,1740414377.0382712,2025-02-24 21:56:17.038271,2025-02-24 21:56:17
RAJASTHAN,11854,1740414377.0382712,2025-02-24 21:56:17.038271,2025-02-24 21:56:17
UTTARAKHAND,1804,1740414377.0382712,2025-02-24 21:56:17.038271,2025-02-24 21:56:17
UTTAR-PRADESH,15444,1740414377.0382712,2025-02-24 21:56:17.038271,2025-02-24 21:56:17
CHANDIGARH,144,1740415318.8541446,2025-02-24 22:11:58.854145,2025-02-24 22:11:58
HARYANA,6248,1740415318.8541446,2025-02-24 22:11:58.854145,2025-02-24 22:11:58
HIMACHAL,1434,1740415318.8541446,2025-02-24 22:11:58.854145,2025-02-24 22:11:58
J & K,2756,1740415318.8541446,2025-02-24 22:11:58.854145,2025-02-24 22:11:58
PUNJAB,4723,1740415318.8541446,2025-02-24 22:11:58.854145,2025-02-24 22:11:58
RAJASTHAN,11836,1740415318.8541446,2025-02-24 22:11:58.854145,2025-02-24 22:11:58
UTTARAKHAND,1768,1740415318.8541446,2025-02-24 22:11:58.854145,2025-02-24 22:11:58
UTTAR-PRADESH,15080,1740415318.8541446,2025-02-24 22:11:58.854145,2025-02-24 22:11:58
CHANDIGARH,137,1740416178.3435585,2025-02-24 22:26:18.343559,2025-02-24 22:26:18
HARYANA,6111,1740416178.3435585,2025-02-24 22:26:18.343559,2025-02-24 22:26:18
HIMACHAL,1362,1740416178.3435585,2025-02-24 22:26:18.343559,2025-02-24 22:26:18
J & K,2773,1740416178.3435585,2025-02-24 22:26:18.343559,2025-02-24 22:26:18
PUNJAB,4549,1740416178.3435585,2025-02-24 22:26:18.343559,2025-02-24 22:26:18
RAJASTHAN,12558,1740416178.3435585,2025-02-24 22:26:18.343559,2025-02-24 22:26:18
UTTARAKHAND,1768,1740416178.3435585,2025-02-24 22:26:18.343559,2025-02-24 22:26:18
UTTAR-PRADESH,14857,1740416178.3435585,2025-02-24 22:26:18.343559,2025-02-24 22:26:18
CHANDIGARH,130,1740417119.6077328,2025-02-24 22:41:59.607733,2025-02-24 22:41:59
HARYANA,6053,1740417119.6077328,2025-02-24 22:41:59.607733,2025-02-24 22:41:59
HIMACHAL,1325,1740417119.6077328,2025-02-24 22:41:59.607733,2025-02-24 22:41:59
J & K,2701,1740417119.6077328,2025-02-24 22:41:59.607733,2025-02-24 22:41:59
PUNJAB,4560,1740417119.6077328,2025-02-24 22:41:59.607733,2025-02-24 22:41:59
RAJASTHAN,12462,1740417119.6077328,2025-02-24 22:41:59.607733,2025-02-24 22:41:59
UTTARAKHAND,1714,1740417119.6077328,2025-02-24 22:41:59.607733,2025-02-24 22:41:59
UTTAR-PRADESH,14472,1740417119.6077328,2025-02-24 22:41:59.607733,2025-02-24 22:41:59
CHANDIGARH,127,1740417978.9064922,2025-02-24 22:56:18.906492,2025-02-24 22:56:18
HARYANA,5990,1740417978.9064922,2025-02-24 22:56:18.906492,2025-02-24 22:56:18
HIMACHAL,1337,1740417978.9064922,2025-02-24 22:56:18.906492,2025-02-24 22:56:18
J & K,2628,1740417978.9064922,2025-02-24 22:56:18.906492,2025-02-24 22:56:18
PUNJAB,4355,1740417978.9064922,2025-02-24 22:56:18.906492,2025-02-24 22:56:18
RAJASTHAN,12342,1740417978.9064922,2025-02-24 22:56:18.906492,2025-02-24 22:56:18
UTTARAKHAND,1678,1740417978.9064922,2025-02-24 22:56:18.906492,2025-02-24 22:56:18
UTTAR-PRADESH,14245,1740417978.9064922,2025-02-24 22:56:18.906492,2025-02-24 22:56:18
CHANDIGARH,120,1740418880.2075922,2025-02-24 23:11:20.207592,2025-02-24 23:11:20
HARYANA,5864,1740418880.2075922,2025-02-24 23:11:20.207592,2025-02-24 23:11:20
HIMACHAL,1312,1740418880.2075922,2025-02-24 23:11:20.207592,2025-02-24 23:11:20
J & K,2630,1740418880.2075922,2025-02-24 23:11:20.207592,2025-02-24 23:11:20
PUNJAB,4362,1740418880.2075922,2025-02-24 23:11:20.207592,2025-02-24 23:11:20
RAJASTHAN,12102,1740418880.2075922,2025-02-24 23:11:20.207592,2025-02-24 23:11:20
UTTARAKHAND,1657,1740418880.2075922,2025-02-24 23:11:20.207592,2025-02-24 23:11:20
UTTAR-PRADESH,13997,1740418880.2075922,2025-02-24 23:11:20.207592,2025-02-24 23:11:20
CHANDIGARH,116,1740419780.417157,2025-02-24 23:26:20.417157,2025-02-24 23:26:20
HARYANA,5798,1740419780.417157,2025-02-24 23:26:20.417157,2025-02-24 23:26:20
HIMACHAL,1251,1740419780.417157,2025-02-24 23:26:20.417157,2025-02-24 23:26:20
J & K,2500,1740419780.417157,2025-02-24 23:26:20.417157,2025-02-24 23:26:20
PUNJAB,4294,1740419780.417157,2025-02-24 23:26:20.417157,2025-02-24 23:26:20
RAJASTHAN,12042,1740419780.417157,2025-02-24 23:26:20.417157,2025-02-24 23:26:20
UTTARAKHAND,1622,1740419780.417157,2025-02-24 23:26:20.417157,2025-02-24 23:26:20
UTTAR-PRADESH,13757,1740419780.417157,2025-02-24 23:26:20.417157,2025-02-24 23:26:20
CHANDIGARH,111,1740420835.5279963,2025-02-24 23:43:55.527996,2025-02-24 23:43:55
HARYANA,5678,1740420835.5279963,2025-02-24 23:43:55.527996,2025-02-24 23:43:55
HIMACHAL,1195,1740420835.5279963,2025-02-24 23:43:55.527996,2025-02-24 23:43:55
J & K,2435,1740420835.5279963,2025-02-24 23:43:55.527996,2025-02-24 23:43:55
PUNJAB,4272,1740420835.5279963,2025-02-24 23:43:55.527996,2025-02-24 23:43:55
RAJASTHAN,11919,1740420835.5279963,2025-02-24 23:43:55.527996,2025-02-24 23:43:55
UTTARAKHAND,1612,1740420835.5279963,2025-02-24 23:43:55.527996,2025-02-24 23:43:55
UTTAR-PRADESH,13545,1740420835.5279963,2025-02-24 23:43:55.527996,2025-02-24 23:43:55
CHANDIGARH,106,1740421580.6185937,2025-02-24 23:56:20.618594,2025-02-24 23:56:20
HARYANA,5671,1740421580.6185937,2025-02-24 23:56:20.618594,2025-02-24 23:56:20
HIMACHAL,1178,1740421580.6185937,2025-02-24 23:56:20.618594,2025-02-24 23:56:20
J & K,2407,1740421580.6185937,2025-02-24 23:56:20.618594,2025-02-24 23:56:20
PUNJAB,4251,1740421580.6185937,2025-02-24 23:56:20.618594,2025-02-24 23:56:20
RAJASTHAN,11890,1740421580.6185937,2025-02-24 23:56:20.618594,2025-02-24 23:56:20
UTTARAKHAND,1585,1740421580.6185937,2025-02-24 23:56:20.618594,2025-02-24 23:56:20
UTTAR-PRADESH,13432,1740421580.6185937,2025-02-24 23:56:20.618594,2025-02-24 23:56:20
CHANDIGARH,105,1740422522.0747774,2025-02-25 00:12:02.074777,2025-02-25 00:12:02
HARYANA,5528,1740422522.0747774,2025-02-25 00:12:02.074777,2025-02-25 00:12:02
HIMACHAL,1154,1740422522.0747774,2025-02-25 00:12:02.074777,2025-02-25 00:12:02
J & K,2371,1740422522.0747774,2025-02-25 00:12:02.074777,2025-02-25 00:12:02
PUNJAB,4174,1740422522.0747774,2025-02-25 00:12:02.074777,2025-02-25 00:12:02
RAJASTHAN,11639,1740422522.0747774,2025-02-25 00:12:02.074777,2025-02-25 00:12:02
UTTARAKHAND,1562,1740422522.0747774,2025-02-25 00:12:02.074777,2025-02-25 00:12:02
UTTAR-PRADESH,13271,1740422522.0747774,2025-02-25 00:12:02.074777,2025-02-25 00:12:02
CHANDIGARH,103,1740423381.3649523,2025-02-25 00:26:21.364952,2025-02-25 00:26:21
HARYANA,5520,1740423381.3649523,2025-02-25 00:26:21.364952,2025-02-25 00:26:21
HIMACHAL,1157,1740423381.3649523,2025-02-25 00:26:21.364952,2025-02-25 00:26:21
J & K,2334,1740423381.3649523,2025-02-25 00:26:21.364952,2025-02-25 00:26:21
PUNJAB,4081,1740423381.3649523,2025-02-25 00:26:21.364952,2025-02-25 00:26:21
RAJASTHAN,11639,1740423381.3649523,2025-02-25 00:26:21.364952,2025-02-25 00:26:21
UTTARAKHAND,1555,1740423381.3649523,2025-02-25 00:26:21.364952,2025-02-25 00:26:21
UTTAR-PRADESH,13139,1740423381.3649523,2025-02-25 00:26:21.364952,2025-02-25 00:26:21
CHANDIGARH,100,1740424281.8658092,2025-02-25 00:41:21.865809,2025-02-25 00:41:21
HARYANA,5490,1740424281.8658092,2025-02-25 00:41:21.865809,2025-02-25 00:41:21
HIMACHAL,1156,1740424281.8658092,2025-02-25 00:41:21.865809,2025-02-25 00:41:21
J & K,2306,1740424281.8658092,2025-02-25 00:41:21.865809,2025-02-25 00:41:21
PUNJAB,4044,1740424281.8658092,2025-02-25 00:41:21.865809,2025-02-25 00:41:21
RAJASTHAN,11578,1740424281.8658092,2025-02-25 00:41:21.865809,2025-02-25 00:41:21
UTTARAKHAND,1542,1740424281.8658092,2025-02-25 00:41:21.865809,2025-02-25 00:41:21
UTTAR-PRADESH,12999,1740424281.8658092,2025-02-25 00:41:21.865809,2025-02-25 00:41:21
CHANDIGARH,95,1740426083.0686977,2025-02-25 01:11:23.068698,2025-02-25 01:11:23
HARYANA,5365,1740426083.0686977,2025-02-25 01:11:23.068698,2025-02-25 01:11:23
HIMACHAL,1157,1740426083.0686977,2025-02-25 01:11:23.068698,2025-02-25 01:11:23
J & K,2195,1740426083.0686977,2025-02-25 01:11:23.068698,2025-02-25 01:11:23
PUNJAB,4012,1740426083.0686977,2025-02-25 01:11:23.068698,2025-02-25 01:11:23
RAJASTHAN,11307,1740426083.0686977,2025-02-25 01:11:23.068698,2025-02-25 01:11:23
UTTARAKHAND,1494,1740426083.0686977,2025-02-25 01:11:23.068698,2025-02-25 01:11:23
UTTAR-PRADESH,12734,1740426083.0686977,2025-02-25 01:11:23.068698,2025-02-25 01:11:23
CHANDIGARH,94,1740426982.867595,2025-02-25 01:26:22.867595,2025-02-25 01:26:22
HARYANA,5343,1740426982.867595,2025-02-25 01:26:22.867595,2025-02-25 01:26:22
HIMACHAL,1134,1740426982.867595,2025-02-25 01:26:22.867595,2025-02-25 01:26:22
J & K,2169,1740426982.867595,2025-02-25 01:26:22.867595,2025-02-25 01:26:22
PUNJAB,3963,1740426982.867595,2025-02-25 01:26:22.867595,2025-02-25 01:26:22
RAJASTHAN,11269,1740426982.867595,2025-02-25 01:26:22.867595,2025-02-25 01:26:22
UTTARAKHAND,1496,1740426982.867595,2025-02-25 01:26:22.867595,2025-02-25 01:26:22
UTTAR-PRADESH,12550,1740426982.867595,2025-02-25 01:26:22.867595,2025-02-25 01:26:22
CHANDIGARH,93,1740427924.6688046,2025-02-25 01:42:04.668805,2025-02-25 01:42:04
HARYANA,5308,1740427924.6688046,2025-02-25 01:42:04.668805,2025-02-25 01:42:04
HIMACHAL,1143,1740427924.6688046,2025-02-25 01:42:04.668805,2025-02-25 01:42:04
J & K,2126,1740427924.6688046,2025-02-25 01:42:04.668805,2025-02-25 01:42:04
PUNJAB,3979,1740427924.6688046,2025-02-25 01:42:04.668805,2025-02-25 01:42:04
RAJASTHAN,11231,1740427924.6688046,2025-02-25 01:42:04.668805,2025-02-25 01:42:04
UTTARAKHAND,1484,1740427924.6688046,2025-02-25 01:42:04.668805,2025-02-25 01:42:04
UTTAR-PRADESH,12372,1740427924.6688046,2025-02-25 01:42:04.668805,2025-02-25 01:42:04
CHANDIGARH,92,1740428783.7664146,2025-02-25 01:56:23.766415,2025-02-25 01:56:23
HARYANA,5261,1740428783.7664146,2025-02-25 01:56:23.766415,2025-02-25 01:56:23
HIMACHAL,1135,1740428783.7664146,2025-02-25 01:56:23.766415,2025-02-25 01:56:23
J & K,2102,1740428783.7664146,2025-02-25 01:56:23.766415,2025-02-25 01:56:23
PUNJAB,4010,1740428783.7664146,2025-02-25 01:56:23.766415,2025-02-25 01:56:23
RAJASTHAN,11128,1740428783.7664146,2025-02-25 01:56:23.766415,2025-02-25 01:56:23
UTTARAKHAND,1471,1740428783.7664146,2025-02-25 01:56:23.766415,2025-02-25 01:56:23
UTTAR-PRADESH,12374,1740428783.7664146,2025-02-25 01:56:23.766415,2025-02-25 01:56:23
CHANDIGARH,90,1740429725.3816094,2025-02-25 02:12:05.381609,2025-02-25 02:12:05
HARYANA,5225,1740429725.3816094,2025-02-25 02:12:05.381609,2025-02-25 02:12:05
HIMACHAL,1125,1740429725.3816094,2025-02-25 02:12:05.381609,2025-02-25 02:12:05
J & K,2095,1740429725.3816094,2025-02-25 02:12:05.381609,2025-02-25 02:12:05
PUNJAB,3988,1740429725.3816094,2025-02-25 02:12:05.381609,2025-02-25 02:12:05
RAJASTHAN,11030,1740429725.3816094,2025-02-25 02:12:05.381609,2025-02-25 02:12:05
UTTARAKHAND,1472,1740429725.3816094,2025-02-25 02:12:05.381609,2025-02-25 02:12:05
UTTAR-PRADESH,12131,1740429725.3816094,2025-02-25 02:12:05.381609,2025-02-25 02:12:05
CHANDIGARH,90,1740430585.2832844,2025-02-25 02:26:25.283284,2025-02-25 02:26:25
HARYANA,5261,1740430585.2832844,2025-02-25 02:26:25.283284,2025-02-25 02:26:25
HIMACHAL,1126,1740430585.2832844,2025-02-25 02:26:25.283284,2025-02-25 02:26:25
J & K,2072,1740430585.2832844,2025-02-25 02:26:25.283284,2025-02-25 02:26:25
PUNJAB,3991,1740430585.2832844,2025-02-25 02:26:25.283284,2025-02-25 02:26:25
RAJASTHAN,11035,1740430585.2832844,2025-02-25 02:26:25.283284,2025-02-25 02:26:25
UTTARAKHAND,1473,1740430585.2832844,2025-02-25 02:26:25.283284,2025-02-25 02:26:25
UTTAR-PRADESH,12120,1740430585.2832844,2025-02-25 02:26:25.283284,2025-02-25 02:26:25
CHANDIGARH,89,1740431485.3810565,2025-02-25 02:41:25.381057,2025-02-25 02:41:25
HARYANA,5262,1740431485.3810565,2025-02-25 02:41:25.381057,2025-02-25 02:41:25
HIMACHAL,1155,1740431485.3810565,2025-02-25 02:41:25.381057,2025-02-25 02:41:25
J & K,2060,1740431485.3810565,2025-02-25 02:41:25.381057,2025-02-25 02:41:25
PUNJAB,3983,1740431485.3810565,2025-02-25 02:41:25.381057,2025-02-25 02:41:25
RAJASTHAN,10920,1740431485.3810565,2025-02-25 02:41:25.381057,2025-02-25 02:41:25
UTTARAKHAND,1468,1740431485.3810565,2025-02-25 02:41:25.381057,2025-02-25 02:41:25
UTTAR-PRADESH,12054,1740431485.3810565,2025-02-25 02:41:25.381057,2025-02-25 02:41:25
CHANDIGARH,88,1740432430.2897122,2025-02-25 02:57:10.289712,2025-02-25 02:57:10
HARYANA,5217,1740432430.2897122,2025-02-25 02:57:10.289712,2025-02-25 02:57:10
HIMACHAL,1152,1740432430.2897122,2025-02-25 02:57:10.289712,2025-02-25 02:57:10
J & K,2042,1740432430.2897122,2025-02-25 02:57:10.289712,2025-02-25 02:57:10
PUNJAB,4021,1740432430.2897122,2025-02-25 02:57:10.289712,2025-02-25 02:57:10
RAJASTHAN,10830,1740432430.2897122,2025-02-25 02:57:10.289712,2025-02-25 02:57:10
UTTARAKHAND,1452,1740432430.2897122,2025-02-25 02:57:10.289712,2025-02-25 02:57:10
UTTAR-PRADESH,12037,1740432430.2897122,2025-02-25 02:57:10.289712,2025-02-25 02:57:10
CHANDIGARH,89,1740433289.7828453,2025-02-25 03:11:29.782845,2025-02-25 03:11:29
HARYANA,5200,1740433289.7828453,2025-02-25 03:11:29.782845,2025-02-25 03:11:29
HIMACHAL,1149,1740433289.7828453,2025-02-25 03:11:29.782845,2025-02-25 03:11:29
J & K,2028,1740433289.7828453,2025-02-25 03:11:29.782845,2025-02-25 03:11:29
PUNJAB,3991,1740433289.7828453,2025-02-25 03:11:29.782845,2025-02-25 03:11:29
RAJASTHAN,10770,1740433289.7828453,2025-02-25 03:11:29.782845,2025-02-25 03:11:29
UTTARAKHAND,1421,1740433289.7828453,2025-02-25 03:11:29.782845,2025-02-25 03:11:29
UTTAR-PRADESH,11986,1740433289.7828453,2025-02-25 03:11:29.782845,2025-02-25 03:11:29
CHANDIGARH,90,1740434190.3856702,2025-02-25 03:26:30.385670,2025-02-25 03:26:30
HARYANA,5216,1740434190.3856702,2025-02-25 03:26:30.385670,2025-02-25 03:26:30
HIMACHAL,1161,1740434190.3856702,2025-02-25 03:26:30.385670,2025-02-25 03:26:30
J & K,2025,1740434190.3856702,2025-02-25 03:26:30.385670,2025-02-25 03:26:30
PUNJAB,4040,1740434190.3856702,2025-02-25 03:26:30.385670,2025-02-25 03:26:30
RAJASTHAN,10806,1740434190.3856702,2025-02-25 03:26:30.385670,2025-02-25 03:26:30
UTTARAKHAND,1443,1740434190.3856702,2025-02-25 03:26:30.385670,2025-02-25 03:26:30
UTTAR-PRADESH,11967,1740434190.3856702,2025-02-25 03:26:30.385670,2025-02-25 03:26:30
CHANDIGARH,91,1740435131.332344,2025-02-25 03:42:11.332344,2025-02-25 03:42:11
HARYANA,5240,1740435131.332344,2025-02-25 03:42:11.332344,2025-02-25 03:42:11
HIMACHAL,1150,1740435131.332344,2025-02-25 03:42:11.332344,2025-02-25 03:42:11
J & K,2013,1740435131.332344,2025-02-25 03:42:11.332344,2025-02-25 03:42:11
PUNJAB,4067,1740435131.332344,2025-02-25 03:42:11.332344,2025-02-25 03:42:11
RAJASTHAN,10780,1740435131.332344,2025-02-25 03:42:11.332344,2025-02-25 03:42:11
UTTARAKHAND,1446,1740435131.332344,2025-02-25 03:42:11.332344,2025-02-25 03:42:11
UTTAR-PRADESH,11925,1740435131.332344,2025-02-25 03:42:11.332344,2025-02-25 03:42:11
CHANDIGARH,92,1740435992.5293562,2025-02-25 03:56:32.529356,2025-02-25 03:56:32
HARYANA,5274,1740435992.5293562,2025-02-25 03:56:32.529356,2025-02-25 03:56:32
HIMACHAL,1148,1740435992.5293562,2025-02-25 03:56:32.529356,2025-02-25 03:56:32
J & K,2010,1740435992.5293562,2025-02-25 03:56:32.529356,2025-02-25 03:56:32
PUNJAB,4087,1740435992.5293562,2025-02-25 03:56:32.529356,2025-02-25 03:56:32
RAJASTHAN,10706,1740435992.5293562,2025-02-25 03:56:32.529356,2025-02-25 03:56:32
UTTARAKHAND,1458,1740435992.5293562,2025-02-25 03:56:32.529356,2025-02-25 03:56:32
UTTAR-PRADESH,11982,1740435992.5293562,2025-02-25 03:56:32.529356,2025-02-25 03:56:32
CHANDIGARH,94,1740436890.8393607,2025-02-25 04:11:30.839361,2025-02-25 04:11:30
HARYANA,5326,1740436890.8393607,2025-02-25 04:11:30.839361,2025-02-25 04:11:30
HIMACHAL,1166,1740436890.8393607,2025-02-25 04:11:30.839361,2025-02-25 04:11:30
J & K,2028,1740436890.8393607,2025-02-25 04:11:30.839361,2025-02-25 04:11:30
PUNJAB,4144,1740436890.8393607,2025-02-25 04:11:30.839361,2025-02-25 04:11:30
RAJASTHAN,10522,1740436890.8393607,2025-02-25 04:11:30.839361,2025-02-25 04:11:30
UTTARAKHAND,1468,1740436890.8393607,2025-02-25 04:11:30.839361,2025-02-25 04:11:30
UTTAR-PRADESH,12243,1740436890.8393607,2025-02-25 04:11:30.839361,2025-02-25 04:11:30
CHANDIGARH,95,1740437833.919541,2025-02-25 04:27:13.919541,2025-02-25 04:27:13
HARYANA,5412,1740437833.919541,2025-02-25 04:27:13.919541,2025-02-25 04:27:13
HIMACHAL,1166,1740437833.919541,2025-02-25 04:27:13.919541,2025-02-25 04:27:13
J & K,2045,1740437833.919541,2025-02-25 04:27:13.919541,2025-02-25 04:27:13
PUNJAB,4303,1740437833.919541,2025-02-25 04:27:13.919541,2025-02-25 04:27:13
RAJASTHAN,11076,1740437833.919541,2025-02-25 04:27:13.919541,2025-02-25 04:27:13
UTTARAKHAND,1489,1740437833.919541,2025-02-25 04:27:13.919541,2025-02-25 04:27:13
UTTAR-PRADESH,12487,1740437833.919541,2025-02-25 04:27:13.919541,2025-02-25 04:27:13
CHANDIGARH,100,1740438693.2111664,2025-02-25 04:41:33.211166,2025-02-25 04:41:33
HARYANA,5557,1740438693.2111664,2025-02-25 04:41:33.211166,2025-02-25 04:41:33
HIMACHAL,1163,1740438693.2111664,2025-02-25 04:41:33.211166,2025-02-25 04:41:33
J & K,2057,1740438693.2111664,2025-02-25 04:41:33.211166,2025-02-25 04:41:33
PUNJAB,4403,1740438693.2111664,2025-02-25 04:41:33.211166,2025-02-25 04:41:33
RAJASTHAN,11358,1740438693.2111664,2025-02-25 04:41:33.211166,2025-02-25 04:41:33
UTTARAKHAND,1516,1740438693.2111664,2025-02-25 04:41:33.211166,2025-02-25 04:41:33
UTTAR-PRADESH,12824,1740438693.2111664,2025-02-25 04:41:33.211166,2025-02-25 04:41:33
CHANDIGARH,103,1740439634.1226473,2025-02-25 04:57:14.122647,2025-02-25 04:57:14
HARYANA,5705,1740439634.1226473,2025-02-25 04:57:14.122647,2025-02-25 04:57:14
HIMACHAL,1228,1740439634.1226473,2025-02-25 04:57:14.122647,2025-02-25 04:57:14
J & K,2086,1740439634.1226473,2025-02-25 04:57:14.122647,2025-02-25 04:57:14
PUNJAB,4602,1740439634.1226473,2025-02-25 04:57:14.122647,2025-02-25 04:57:14
RAJASTHAN,11539,1740439634.1226473,2025-02-25 04:57:14.122647,2025-02-25 04:57:14
UTTARAKHAND,1538,1740439634.1226473,2025-02-25 04:57:14.122647,2025-02-25 04:57:14
UTTAR-PRADESH,13139,1740439634.1226473,2025-02-25 04:57:14.122647,2025-02-25 04:57:14
CHANDIGARH,105,1740440493.511981,2025-02-25 05:11:33.511981,2025-02-25 05:11:33
HARYANA,5836,1740440493.511981,2025-02-25 05:11:33.511981,2025-02-25 05:11:33
HIMACHAL,1250,1740440493.511981,2025-02-25 05:11:33.511981,2025-02-25 05:11:33
J & K,2100,1740440493.511981,2025-02-25 05:11:33.511981,2025-02-25 05:11:33
PUNJAB,4670,1740440493.511981,2025-02-25 05:11:33.511981,2025-02-25 05:11:33
RAJASTHAN,11948,1740440493.511981,2025-02-25 05:11:33.511981,2025-02-25 05:11:33
UTTARAKHAND,1553,1740440493.511981,2025-02-25 05:11:33.511981,2025-02-25 05:11:33
UTTAR-PRADESH,13065,1740440493.511981,2025-02-25 05:11:33.511981,2025-02-25 05:11:33
CHANDIGARH,116,1740441436.610848,2025-02-25 05:27:16.610848,2025-02-25 05:27:16
HARYANA,5929,1740441436.610848,2025-02-25 05:27:16.610848,2025-02-25 05:27:16
HIMACHAL,1320,1740441436.610848,2025-02-25 05:27:16.610848,2025-02-25 05:27:16
J & K,2159,1740441436.610848,2025-02-25 05:27:16.610848,2025-02-25 05:27:16
PUNJAB,4990,1740441436.610848,2025-02-25 05:27:16.610848,2025-02-25 05:27:16
RAJASTHAN,12920,1740441436.610848,2025-02-25 05:27:16.610848,2025-02-25 05:27:16
UTTARAKHAND,1623,1740441436.610848,2025-02-25 05:27:16.610848,2025-02-25 05:27:16
UTTAR-PRADESH,13303,1740441436.610848,2025-02-25 05:27:16.610848,2025-02-25 05:27:16
CHANDIGARH,126,1740442295.186914,2025-02-25 05:41:35.186914,2025-02-25 05:41:35
HARYANA,6022,1740442295.186914,2025-02-25 05:41:35.186914,2025-02-25 05:41:35
HIMACHAL,1359,1740442295.186914,2025-02-25 05:41:35.186914,2025-02-25 05:41:35
J & K,2215,1740442295.186914,2025-02-25 05:41:35.186914,2025-02-25 05:41:35
PUNJAB,5214,1740442295.186914,2025-02-25 05:41:35.186914,2025-02-25 05:41:35
RAJASTHAN,13463,1740442295.186914,2025-02-25 05:41:35.186914,2025-02-25 05:41:35
UTTARAKHAND,1688,1740442295.186914,2025-02-25 05:41:35.186914,2025-02-25 05:41:35
UTTAR-PRADESH,13309,1740442295.186914,2025-02-25 05:41:35.186914,2025-02-25 05:41:35
CHANDIGARH,138,1740443236.3030298,2025-02-25 05:57:16.303030,2025-02-25 05:57:16
HARYANA,6269,1740443236.3030298,2025-02-25 05:57:16.303030,2025-02-25 05:57:16
HIMACHAL,1431,1740443236.3030298,2025-02-25 05:57:16.303030,2025-02-25 05:57:16
J & K,2381,1740443236.3030298,2025-02-25 05:57:16.303030,2025-02-25 05:57:16
PUNJAB,5511,1740443236.3030298,2025-02-25 05:57:16.303030,2025-02-25 05:57:16
RAJASTHAN,14010,1740443236.3030298,2025-02-25 05:57:16.303030,2025-02-25 05:57:16
UTTARAKHAND,1767,1740443236.3030298,2025-02-25 05:57:16.303030,2025-02-25 05:57:16
UTTAR-PRADESH,13862,1740443236.3030298,2025-02-25 05:57:16.303030,2025-02-25 05:57:16
CHANDIGARH,149,1740444095.2124984,2025-02-25 06:11:35.212498,2025-02-25 06:11:35
HARYANA,6468,1740444095.2124984,2025-02-25 06:11:35.212498,2025-02-25 06:11:35
HIMACHAL,1482,1740444095.2124984,2025-02-25 06:11:35.212498,2025-02-25 06:11:35
J & K,2514,1740444095.2124984,2025-02-25 06:11:35.212498,2025-02-25 06:11:35
PUNJAB,5598,1740444095.2124984,2025-02-25 06:11:35.212498,2025-02-25 06:11:35
RAJASTHAN,14466,1740444095.2124984,2025-02-25 06:11:35.212498,2025-02-25 06:11:35
UTTARAKHAND,1765,1740444095.2124984,2025-02-25 06:11:35.212498,2025-02-25 06:11:35
UTTAR-PRADESH,13329,1740444095.2124984,2025-02-25 06:11:35.212498,2025-02-25 06:11:35
CHANDIGARH,165,1740445036.632368,2025-02-25 06:27:16.632368,2025-02-25 06:27:16
HARYANA,6897,1740445036.632368,2025-02-25 06:27:16.632368,2025-02-25 06:27:16
HIMACHAL,1579,1740445036.632368,2025-02-25 06:27:16.632368,2025-02-25 06:27:16
J & K,2697,1740445036.632368,2025-02-25 06:27:16.632368,2025-02-25 06:27:16
PUNJAB,5948,1740445036.632368,2025-02-25 06:27:16.632368,2025-02-25 06:27:16
RAJASTHAN,15463,1740445036.632368,2025-02-25 06:27:16.632368,2025-02-25 06:27:16
UTTARAKHAND,1752,1740445036.632368,2025-02-25 06:27:16.632368,2025-02-25 06:27:16
UTTAR-PRADESH,13320,1740445036.632368,2025-02-25 06:27:16.632368,2025-02-25 06:27:16
CHANDIGARH,180,1740445895.3307192,2025-02-25 06:41:35.330719,2025-02-25 06:41:35
HARYANA,7108,1740445895.3307192,2025-02-25 06:41:35.330719,2025-02-25 06:41:35
HIMACHAL,1625,1740445895.3307192,2025-02-25 06:41:35.330719,2025-02-25 06:41:35
J & K,2769,1740445895.3307192,2025-02-25 06:41:35.330719,2025-02-25 06:41:35
PUNJAB,6105,1740445895.3307192,2025-02-25 06:41:35.330719,2025-02-25 06:41:35
RAJASTHAN,15925,1740445895.3307192,2025-02-25 06:41:35.330719,2025-02-25 06:41:35
UTTARAKHAND,1854,1740445895.3307192,2025-02-25 06:41:35.330719,2025-02-25 06:41:35
UTTAR-PRADESH,13484,1740445895.3307192,2025-02-25 06:41:35.330719,2025-02-25 06:41:35
CHANDIGARH,207,1740447702.7788248,2025-02-25 07:11:42.778825,2025-02-25 07:11:42
HARYANA,6790,1740447702.7788248,2025-02-25 07:11:42.778825,2025-02-25 07:11:42
HIMACHAL,1795,1740447702.7788248,2025-02-25 07:11:42.778825,2025-02-25 07:11:42
J & K,2780,1740447702.7788248,2025-02-25 07:11:42.778825,2025-02-25 07:11:42
PUNJAB,6738,1740447702.7788248,2025-02-25 07:11:42.778825,2025-02-25 07:11:42
RAJASTHAN,16559,1740447702.7788248,2025-02-25 07:11:42.778825,2025-02-25 07:11:42
UTTARAKHAND,2002,1740447702.7788248,2025-02-25 07:11:42.778825,2025-02-25 07:11:42
UTTAR-PRADESH,13354,1740447702.7788248,2025-02-25 07:11:42.778825,2025-02-25 07:11:42
CHANDIGARH,220,1740448603.5805771,2025-02-25 07:26:43.580577,2025-02-25 07:26:43
HARYANA,6692,1740448603.5805771,2025-02-25 07:26:43.580577,2025-02-25 07:26:43
